id,group,scene,audience,variant,viewport,width,height,content_profile,focus,harness_path,result,evidence,observation
BASE-dressCode-protagonist-origin01-midnight-mobile,base,dressCode,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-protagonist-origin01-midnight-desktop,base,dressCode,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-protagonist-origin01-garden-mobile,base,dressCode,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-protagonist-origin01-garden-desktop,base,dressCode,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-wine-mobile,base,dressCode,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-wine-desktop,base,dressCode,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-midnight-mobile,base,dressCode,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-midnight-desktop,base,dressCode,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-garden-mobile,base,dressCode,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-guest-origin01-garden-desktop,base,dressCode,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-wine-mobile,base,gallery,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-wine-desktop,base,gallery,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-midnight-mobile,base,gallery,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-midnight-desktop,base,gallery,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-garden-mobile,base,gallery,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-protagonist-origin01-garden-desktop,base,gallery,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-wine-mobile,base,gallery,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-wine-desktop,base,gallery,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-midnight-mobile,base,gallery,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-midnight-desktop,base,gallery,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-garden-mobile,base,gallery,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gallery-guest-origin01-garden-desktop,base,gallery,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gallery-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-protagonist-origin01-wine-mobile,base,instagram,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-wine-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-protagonist-origin01-wine-mobile,VIS-3 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-protagonist-origin01-wine-desktop,base,instagram,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-wine-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-protagonist-origin01-wine-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-protagonist-origin01-midnight-mobile,base,instagram,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-protagonist-origin01-midnight-desktop,base,instagram,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-midnight-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-protagonist-origin01-midnight-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-protagonist-origin01-garden-mobile,base,instagram,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-protagonist-origin01-garden-desktop,base,instagram,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-protagonist-origin01-garden-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-protagonist-origin01-garden-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-guest-origin01-wine-mobile,base,instagram,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-guest-origin01-wine-desktop,base,instagram,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-wine-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-guest-origin01-wine-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-guest-origin01-midnight-mobile,base,instagram,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-guest-origin01-midnight-desktop,base,instagram,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-midnight-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-guest-origin01-midnight-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-instagram-guest-origin01-garden-mobile,base,instagram,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-instagram-guest-origin01-garden-desktop,base,instagram,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-instagram-guest-origin01-garden-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-instagram-guest-origin01-garden-desktop,VIS-5 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-trivia-protagonist-origin01-wine-mobile,base,trivia,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-protagonist-origin01-wine-desktop,base,trivia,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-protagonist-origin01-midnight-mobile,base,trivia,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-protagonist-origin01-midnight-desktop,base,trivia,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-protagonist-origin01-garden-mobile,base,trivia,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-protagonist-origin01-garden-desktop,base,trivia,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-wine-mobile,base,trivia,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-wine-desktop,base,trivia,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-midnight-mobile,base,trivia,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-midnight-desktop,base,trivia,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-garden-mobile,base,trivia,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-trivia-guest-origin01-garden-desktop,base,trivia,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-trivia-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-wine-mobile,base,gifts,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-wine-desktop,base,gifts,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-midnight-mobile,base,gifts,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-midnight-desktop,base,gifts,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-garden-mobile,base,gifts,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-protagonist-origin01-garden-desktop,base,gifts,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-wine-mobile,base,gifts,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-wine-desktop,base,gifts,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-midnight-mobile,base,gifts,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-midnight-desktop,base,gifts,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-garden-mobile,base,gifts,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-gifts-guest-origin01-garden-desktop,base,gifts,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-gifts-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-wine-mobile,base,rsvp,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-wine-desktop,base,rsvp,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-midnight-mobile,base,rsvp,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-midnight-desktop,base,rsvp,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-garden-mobile,base,rsvp,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-protagonist-origin01-garden-desktop,base,rsvp,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-wine-mobile,base,rsvp,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-wine-desktop,base,rsvp,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-midnight-mobile,base,rsvp,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-midnight-desktop,base,rsvp,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-garden-mobile,base,rsvp,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-rsvp-guest-origin01-garden-desktop,base,rsvp,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-rsvp-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-wine-mobile,base,closing,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-wine-desktop,base,closing,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-midnight-mobile,base,closing,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-midnight-desktop,base,closing,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-garden-mobile,base,closing,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-protagonist-origin01-garden-desktop,base,closing,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-wine-mobile,base,closing,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-wine-desktop,base,closing,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-midnight-mobile,base,closing,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-midnight-desktop,base,closing,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-garden-mobile,base,closing,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-closing-guest-origin01-garden-desktop,base,closing,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-closing-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BOUNDARY-prelude-short-mobile,boundary,prelude,protagonist,origin01-wine,mobile,390,844,short,"título, cuerpo, revelación y pregunta",/studio/matriz/BOUNDARY-prelude-short-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BOUNDARY-prelude-short-desktop,boundary,prelude,protagonist,origin01-wine,desktop,1440,1000,short,"título, cuerpo, revelación y pregunta",/studio/matriz/BOUNDARY-prelude-short-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BOUNDARY-prelude-long-mobile,boundary,prelude,protagonist,origin01-wine,mobile,390,844,long,"título, cuerpo, revelación y pregunta",/studio/matriz/BOUNDARY-prelude-long-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BOUNDARY-prelude-long-desktop,boundary,prelude,protagonist,origin01-wine,desktop,1440,1000,long,"título, cuerpo, revelación y pregunta",/studio/matriz/BOUNDARY-prelude-long-desktop,issue,https://limen-web-six.vercel.app/studio/matriz/BOUNDARY-prelude-long-desktop,VIS-6 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
